Norma,Escala Normativa,Ambito Territorial,CCAA,Provincia,Ciudad,URL,Codigo del Documento,Sostenibilidad Económica,Sostenibilidad Ambiental,Cambio Climático,Sostenibilidad Social,Gobernanza Urbana,Comentario,Etiquetador,Fecha Etiquetado,Validador,Fecha Validado,Sostenibilidad Económica.1,Sostenibilidad Ambiental.1,Cambio Climático.1,Sostenibilidad Social.1,Gobernanza Urbana.1,Norma_translated
"BOIB núm 138_12259 Información pública Ordenanza Municipal Limpieza, Desecho y RSU",OTROS,MUN,"Balears, Illes","Balears, Illes",Palma de Mallorca,https://www.palma.cat/portal/PALMA/contenedor1.jsp?seccion=s_fdes_d4_v1.jsp&codbusqueda=2663&language=es&codResi=1&codMenuPN=1812&codMenuSN=1577&codMenu=2497,1604,E00000000000000,A000000000000000000000000000000000000100000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,AMB_021204,,,GOB_010100,"BOIB núm 138_12259 Información pública Ordenanza Municipal Limpieza, Desecho y RSU"
" BOIB núm. 15 de 4/02/2017 Aprobación definitiva ordenanza limpieza, desechos y residuos",OTROS,MUN,"Balears, Illes","Balears, Illes",Palma de Mallorca,https://www.palma.cat/portal/PALMA/contenedor1.jsp?seccion=s_fdes_d4_v1.jsp&codbusqueda=2663&language=es&codResi=1&codMenuPN=1812&codMenuSN=1577&codMenu=2497,1605,E00000000000000,A000000000000000000000000000000000000100000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,AMB_021204,,,GOB_010100," BOIB núm. 15 de 4/02/2017 Aprobación definitiva ordenanza limpieza, desechos y residuos"
Mapa estratégico de ruido de la aglomeración de Palma,OTROS,MUN,"Balears, Illes","Balears, Illes",Palma de Mallorca,https://www.palma.cat/portal/PALMA/contenedor1.jsp?seccion=s_fdes_d4_v1.jsp&contenido=91491&tipo=6&nivel=1400&codResi=1&language=es,1606,E00000000000000,A000000000000000000000000000000000000000000,C00000100000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,,CLI_010401,,GOB_010100,Mapa estratégico de ruido de la aglomeración de Palma
"Ordenança municipal de neteja, rebuigs i residus sòlids urbans",OTROS,MUN,"Balears, Illes","Balears, Illes",Palma de Mallorca,https://seuelectronica.palma.es/portal/PALMA/sede/se_contenedor1.jsp?seccion=s_fdoc_d4_v4.jsp&contenido=1449&tipo=5&nivel=1400&layout=se_contenedor1.jsp&language=ca&codMenu=1820&codMenuPN=1780,1607,E00000000000000,A000000000000000000000000000000000000100000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En catalán,,,,,,AMB_021204,,,GOB_010100,"Ordenança municipal de neteja, rebuigs i residus sòlids urbans"
Ordenança municipal reguladora del renou i les vibracions,OTROS,MUN,"Balears, Illes","Balears, Illes",Palma de Mallorca,https://seuelectronica.palma.es/portal/PALMA/sede/se_contenedor1.jsp?seccion=s_fdoc_d4_v4.jsp&contenido=1451&tipo=5&nivel=1400&layout=se_contenedor1.jsp&language=ca&codMenu=1820&codMenuPN=1780,1608,E00000000000000,A000000000000000000000000000000000000000000,C00000100000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En catalán,,,,,,,CLI_010401,,GOB_010100,Ordenança municipal reguladora del renou i les vibracions
Reglament del servei d'abastament d'aigua,OTROS,MUN,"Balears, Illes","Balears, Illes",Palma de Mallorca,https://seuelectronica.palma.es/portal/PALMA/sede/se_contenedor1.jsp?seccion=s_fdoc_d4_v4.jsp&contenido=1443&tipo=5&nivel=1400&layout=se_contenedor1.jsp&language=ca&codMenu=1820&codMenuPN=1780,1609,E00000000000000,A000000000000000000000000000000000010000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En catalán,,,,,,AMB_021202,,,GOB_010100,Reglament del servei d'abastament d'aigua
Reglament sobre l'ús de la xarxa de clavegueram sanitari,OTROS,MUN,"Balears, Illes","Balears, Illes",Palma de Mallorca,https://seuelectronica.palma.es/portal/PALMA/sede/se_contenedor1.jsp?seccion=s_fdoc_d4_v4.jsp&contenido=1447&tipo=5&nivel=1400&layout=se_contenedor1.jsp&language=ca&codMenu=1820&codMenuPN=1780,1610,E00000000000000,A000000000000000000000000000000000010000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En catalán,,,,,,AMB_021202,,,GOB_010100,Reglament sobre l'ús de la xarxa de clavegueram sanitari
Normas reguladoras de la participación ciudadana Vigente,OTROS,MUN,Cataluña,Barcelona,Barcelona,https://ajuntament.barcelona.cat/norma-portal-juridic/es/#search/content_type:72+area:r06q9yw9sf4o2u5/*/by_k06q85u992ljv6j_r06q9yw9sf4o2u5_sort/WW/vid/863230923,1611,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000010000,En español,,,,,,,,,GOB_010100; GOB_030000,Normas reguladoras de la participación ciudadana Vigente
"Decreto de Alcaldía por el que se aprueba y reprograma, de conformidad con los artículos 23 y 24 del Reglamento de participación ciudadana, la reanudación del proceso participativo del Programa de Actuación Municipal 2020-2023 (PAM)  ",OTROS,MUN,Cataluña,Barcelona,Barcelona,https://ajuntament.barcelona.cat/norma-portal-juridic/es/#search/content_type:72+area:r06q9yw9sf4o2u5/*/by_k06q85u992ljv6j_r06q9yw9sf4o2u5_sort/p3/WW/vid/845870650,1612,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000010000,En español,,,,,,,,,GOB_010100; GOB_030000,"Decreto de Alcaldía por el que se aprueba y reprograma, de conformidad con los artículos 23 y 24 del Reglamento de participación ciudadana, la reanudación del proceso participativo del Programa de Actuación Municipal 2020-2023 (PAM)  "
Decreto de Alcaldía sobre la Instrucción de la Protección Civil Municipal,OTROS,MUN,Cataluña,Barcelona,Barcelona,https://ajuntament.barcelona.cat/norma-portal-juridic/es/#search/content_type:72+area:r06q9yw9sf4o2u5/*/by_k06q85u992ljv6j_r06q9yw9sf4o2u5_sort/p4/WW/vid/841340450,1613,E00000000000000,A000000000000000000000000000000000000000010,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,AMB_040000,,,GOB_010100,Decreto de Alcaldía sobre la Instrucción de la Protección Civil Municipal
Instrucción en relación al uso racional y eficiente del aire acondicionado en verano Vigente,OTROS,MUN,Cataluña,Barcelona,Barcelona,https://ajuntament.barcelona.cat/norma-portal-juridic/es/#search/content_type:72+area:r06q9yw9sf4o2u5/*/by_k06q85u992ljv6j_r06q9yw9sf4o2u5_sort/p5/WW/vid/841340570,1614,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000100000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,,CLI_050200,,GOB_010100,Instrucción en relación al uso racional y eficiente del aire acondicionado en verano Vigente
Circular sobre la planificación anual de la materialización de las estrategias de los sectores en el territorio,OTROS,MUN,Cataluña,Barcelona,Barcelona,https://ajuntament.barcelona.cat/norma-portal-juridic/es/#search/content_type:72+area:r06q9yw9sf4o2u5/*/by_k06q85u992ljv6j_r06q9yw9sf4o2u5_sort/p5/WW/vid/844453137,1615,E00010000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,ECO_040000,,,,GOB_010100,Circular sobre la planificación anual de la materialización de las estrategias de los sectores en el territorio
Reglamento para la equidad de género del Ayuntamiento,OTROS,MUN,Cataluña,Barcelona,Barcelona,https://ajuntament.barcelona.cat/norma-portal-juridic/es/#search/content_type:72+area:r06q9yw9sf4o2u5/*/by_k06q85u992ljv6j_r06q9yw9sf4o2u5_sort/p8,1616,E00000000000000,A000000000000000000000000000000000000000000,C00000100000000000000000000000000000000000000000,S00000010000000000000000000000000000000,G010000000000000000000,En español,,,,,,,CLI_010401,SOC_040000,GOB_010100,Reglamento para la equidad de género del Ayuntamiento
Decreto de Alcaldía de regulación del sistema de habilitación y de funcionamiento de las entidades colaboradoras del Ayuntamiento de Barcelona para la verificación y el control urbanístico de las obras,PLAN_URB,MUN,Cataluña,Barcelona,Barcelona,https://ajuntament.barcelona.cat/norma-portal-juridic/es/#search/content_type:72+area:r06q9yw9sf4o2u5/Decreto+de+Alcald%C3%ADa+de+regulación+del+sistema+de+habilitación+y+de+funcionamiento+de+las+entidades+colaboradoras+del+Ayuntamiento+de+Barcelona+para+la+verificación+y+el+control+urban%C3%ADstico+de+las+obras/WW/vid/842551708,1617,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000001000,En español,,,,,,,,,GOB_010100; GOB_040000,Decreto de Alcaldía de regulación del sistema de habilitación y de funcionamiento de las entidades colaboradoras del Ayuntamiento de Barcelona para la verificación y el control urbanístico de las obras
Instrucción para la aplicación de la Ordenanza municipal de actividades y de la intervención integral de la administración ambiental,OTROS,MUN,Cataluña,Barcelona,Barcelona,https://ajuntament.barcelona.cat/norma-portal-juridic/es/#search/content_type:72+area:r06q9yw9sf4o2u5/*/by_k06q85u992ljv6j_r06q9yw9sf4o2u5_sort/p13/WW/vid/841340461,1618,E00000000000000,A100000000000000000000000000000000000000000,C00001000000001100000000000000010000000001000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,AMB_010000,CLI_010400; CLI_030000; CLI_040000; CLI_050000; CLI_060000,,GOB_010100,Instrucción para la aplicación de la Ordenanza municipal de actividades y de la intervención integral de la administración ambiental
"Instrucción para la mejora de la calidad en la contratación de los servicios sociales, asistenciales y de atención a las personas",OTROS,MUN,Cataluña,Barcelona,Barcelona,https://ajuntament.barcelona.cat/norma-portal-juridic/es/#search/content_type:72+area:r06q9yw9sf4o2u5+documentType:05/Instrucción+para+la+mejora+de+la+calidad+en+la+contratación+de+los+servicios+sociales/WW/vid/841340513,1619,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000001100000000000000000000000000,G010000000000000000000,En español,,,,,,,,SOC_050200; SOC_050300,GOB_010100,"Instrucción para la mejora de la calidad en la contratación de los servicios sociales, asistenciales y de atención a las personas"
Instrucción relativa al Programa Democracia Activa,OTROS,MUN,Cataluña,Barcelona,Barcelona,https://ajuntament.barcelona.cat/norma-portal-juridic/es/#search/content_type:72+area:r06q9yw9sf4o2u5/*/by_k06q85u992ljv6j_r06q9yw9sf4o2u5_sort/p21,1620,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000010000,En español,,,,,,,,,GOB_010100; GOB_030000,Instrucción relativa al Programa Democracia Activa
Ordenanza relativa a la restricción de la circulación de determinados vehículos en la ciudad de Barcelona con el objetivo de preservar y mejorar la calidad del aire ,OTROS,MUN,Cataluña,Barcelona,Barcelona,https://ajuntament.barcelona.cat/norma-portal-juridic/es/#search/content_type:72+area:r06q85rljbks683/*/by_k06q85u992ljv6j_r06q85rljbks683_sort/WW/vid/840951935,1621,E00000000000000,A000000000000000000000000000000000000000000,C10000100000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,,CLI_010000; CLI_010401,,GOB_010100,Ordenanza relativa a la restricción de la circulación de determinados vehículos en la ciudad de Barcelona con el objetivo de preservar y mejorar la calidad del aire 
Decreto de Alcaldía por el que se establecen medidas de restricción del tráfico de vehículos más contaminantes en caso de declaración de episodio ambiental de contaminación atomosférica por NO2 por parte de la Generalitat de Catal ,OTROS,MUN,Cataluña,Barcelona,Barcelona,https://ajuntament.barcelona.cat/norma-portal-juridic/es/#search/content_type:72+area:r06q85rljbks683/*/by_k06q85u992ljv6j_r06q85rljbks683_sort/WW/vid/861551398,1622,E00000000000000,A000000000000000000000000000000000000000000,C10000100000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,,CLI_010000; CLI_010401,,GOB_010100,Decreto de Alcaldía por el que se establecen medidas de restricción del tráfico de vehículos más contaminantes en caso de declaración de episodio ambiental de contaminación atomosférica por NO2 por parte de la Generalitat de Catal 
Protocolo de implantación de cubiertas verdes en edificios municipales promovido por el Instituto Municipal del Paisaje Urbano y la Calidad de Vida,OTROS,MUN,Cataluña,Barcelona,Barcelona,https://ajuntament.barcelona.cat/norma-portal-juridic/es/#search/content_type:72+area:r06q85rljbks683/*/by_k06q85u992ljv6j_r06q85rljbks683_sort/p2/WW/vid/870565805,1623,E00000000000000,A000000000000000000001000000000000000000000,C00000000000000000000000000000000000000000000010,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,AMB_020400,CLI_070100,,GOB_010100,Protocolo de implantación de cubiertas verdes en edificios municipales promovido por el Instituto Municipal del Paisaje Urbano y la Calidad de Vida
Instrucción técnica para la aplicación de criterios de sostenibilidad en el papel Vigente,OTROS,MUN,Cataluña,Barcelona,Barcelona,https://ajuntament.barcelona.cat/norma-portal-juridic/es/#search/content_type:72+area:r06q85rljbks683/*/by_k06q85u992ljv6j_r06q85rljbks683_sort/p3/WW/vid/841340488,1624,E00000000000000,A000000000000000000000000000000000000000001,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,AMB_050000,,,GOB_010100,Instrucción técnica para la aplicación de criterios de sostenibilidad en el papel Vigente
Instrucción técnica para la aplicación de criterios de sostenibilidad en el suministro de electricidad,OTROS,MUN,Cataluña,Barcelona,Barcelona,https://ajuntament.barcelona.cat/norma-portal-juridic/es/#search/content_type:72+area:r06q85rljbks683/*/by_k06q85u992ljv6j_r06q85rljbks683_sort/p3/WW/vid/841340422,1625,E00000000000000,A000000000000000000000000000000000000000000,C00110000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,,CLI_010200; CLI_010300,,GOB_010100,Instrucción técnica para la aplicación de criterios de sostenibilidad en el suministro de electricidad
Instrucción técnica para la aplicación de criterios de sostenibilidad en la madera,OTROS,MUN,Cataluña,Barcelona,Barcelona,https://ajuntament.barcelona.cat/norma-portal-juridic/es/#search/content_type:72+area:r06q85rljbks683/*/by_k06q85u992ljv6j_r06q85rljbks683_sort/p4/WW/vid/841340293,1626,E00000000000000,A000000000000000000000000000000000000000001,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,AMB_050000,,,GOB_010100,Instrucción técnica para la aplicación de criterios de sostenibilidad en la madera
Instrucción sobre la recogida de papel usado y uso de papel reciclado ,OTROS,MUN,Cataluña,Barcelona,Barcelona,https://ajuntament.barcelona.cat/norma-portal-juridic/es/#search/content_type:72+area:r06q85rljbks683/*/by_k06q85u992ljv6j_r06q85rljbks683_sort/p4/WW/vid/841340455,1627,E00000000000000,A000000000000000000000000000000000000000001,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,AMB_050000,,,GOB_010100,Instrucción sobre la recogida de papel usado y uso de papel reciclado 
Ordenanza sobre el uso de las vías y los espacios públicos,OTROS,MUN,Cataluña,Barcelona,Barcelona,https://ajuntament.barcelona.cat/norma-portal-juridic/es/#search/content_type:72+area:r06q85rljbjgb29/*/by_k06q85u992ljv6j_r06q85rljbjgb29_sort/WW/vid/840952155,1628,E00000000000000,A000000000000000000000000000100000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,AMB_021000,,,GOB_010100,Ordenanza sobre el uso de las vías y los espacios públicos
Ordenanza general del medio ambiente urbano de Barcelona,OTROS,MUN,Cataluña,Barcelona,Barcelona,https://ajuntament.barcelona.cat/norma-portal-juridic/es/#search/content_type:72+area:r06q85rljbjgb29/*/by_k06q85u992ljv6j_r06q85rljbjgb29_sort/WW/vid/840951883,1629,E00000000000000,A100000000000000000000000000000000000000000,C00001000000001100000000000000010000000001000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,AMB_010000,CLI_010400; CLI_030000; CLI_040000; CLI_050000; CLI_060000,,GOB_010100,Ordenanza general del medio ambiente urbano de Barcelona
Ordenanza de los usos del paisaje urbano de la ciudad de Barcelona,OTROS,MUN,Cataluña,Barcelona,Barcelona,https://ajuntament.barcelona.cat/norma-portal-juridic/es/#search/content_type:72+area:r06q85rljbj6liw/*/by_k06q85u992ljv6j_r06q85rljbj6liw_sort/WW/vid/840951907,1630,E00000000000000,A000000000000000000001000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,AMB_020400,,,GOB_010100,Ordenanza de los usos del paisaje urbano de la ciudad de Barcelona
Instrucción sobre mecanismos de protección social para afrontar la emergencia en el ámbito de la pobreza energética ,OTROS,MUN,Cataluña,Barcelona,Barcelona,https://ajuntament.barcelona.cat/norma-portal-juridic/es/#search/content_type:72+area:r06qbg2zb95os7c/*/by_k06q85u992ljv6j_r06qbg2zb95os7c_sort/WW/vid/841340452,1631,E00000001000000,A000000000000000000000000000000000000000000,C10000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,ECO_070000,,CLI_010000,,GOB_010100,Instrucción sobre mecanismos de protección social para afrontar la emergencia en el ámbito de la pobreza energética 
"Reglamento por el que se regula el uso social de los edificios y las instalaciones de los centros públicos de educación infantil y primaria, y de los centros municipales de enseñanza",OTROS,MUN,Cataluña,Barcelona,Barcelona,https://ajuntament.barcelona.cat/norma-portal-juridic/es/#search/content_type:72+area:r06qbg2zb95os7c/*/by_k06q85u992ljv6j_r06qbg2zb95os7c_sort/WW/vid/842551651,1632,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000010000000000000000000000000000,G010000000000000000000,En español,,,,,,,,SOC_050100,GOB_010100,"Reglamento por el que se regula el uso social de los edificios y las instalaciones de los centros públicos de educación infantil y primaria, y de los centros municipales de enseñanza"
Modificación de la Instrucción relativa a la determinación de los precios de compra de viviendas para ser destinadas a personas y unidades familiares en situación de riesgo de exclusión residenciales: modificación,OTROS,MUN,Cataluña,Barcelona,Barcelona,https://ajuntament.barcelona.cat/norma-portal-juridic/es/#search/content_type:72+area:r06qbg2zb95os7c/*/by_k06q85u992ljv6j_r06qbg2zb95os7c_sort/WW/vid/841340333,1633,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000001000000000100000000000,G010000000000000000000,En español,,,,,,,,SOC_050800; SOC_060201,GOB_010100,Modificación de la Instrucción relativa a la determinación de los precios de compra de viviendas para ser destinadas a personas y unidades familiares en situación de riesgo de exclusión residenciales: modificación
Ordenanza sobre supresión de barreras arquitectónicas en la vía pública ,OTROS,MUN,Cataluña,Barcelona,Barcelona,https://ajuntament.barcelona.cat/norma-portal-juridic/es/#search/content_type:72+area:r06q85rljbkl5dt/*/by_k06q85u992ljv6j_r06q85rljbkl5dt_sort/WW/vid/840952004,1634,E00000000000000,A000000000000000000000000000000000000000000,C00000000000010000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,,CLI_020400,,GOB_010100,Ordenanza sobre supresión de barreras arquitectónicas en la vía pública 
"Ordenanza sobre Conservación, Reparación y Rehabilitación de Inmuebles",PLAN_URB,MUN,País Vasco,Bizkaia,Bilbao,https://www.bilbao.eus/cs/Satellite?c=Page&cid=1279190747587&language=es&pageid=1279190747587&pagename=Bilbaonet%2FPage%2FBIO_ListadoCategorizado,1635,E00000000000000,A000000000000000000000001000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,AMB_020600,,,GOB_010100,"Ordenanza sobre Conservación, Reparación y Rehabilitación de Inmuebles"
Ordenanza sobre las licencias y consultas urbanísticas y su tramitación,PLAN_URB,MUN,País Vasco,Bizkaia,Bilbao,https://www.bilbao.eus/cs/Satellite?c=Page&cid=1279190747587&language=es&pageid=1279190747587&pagename=Bilbaonet%2FPage%2FBIO_ListadoCategorizado,1636,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000001000,En español,,,,,,,,,GOB_010100; GOB_040000,Ordenanza sobre las licencias y consultas urbanísticas y su tramitación
Ordenanza Local para la promoción de la accesibilidad a las viviendas,PLAN_URB,MUN,País Vasco,Bizkaia,Bilbao,https://www.bilbao.eus/cs/Satellite?c=Page&cid=1279190747587&language=es&pageid=1279190747587&pagename=Bilbaonet%2FPage%2FBIO_ListadoCategorizado,1637,E00000000000000,A000000000000000000000000000000000000000000,C00000000000010000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,,CLI_020400,,GOB_010100,Ordenanza Local para la promoción de la accesibilidad a las viviendas
Criterio para aplicación de la normativa de accesibilidad en cambios de uso parcial en los edificios,PLAN_URB,MUN,País Vasco,Bizkaia,Bilbao,https://www.bilbao.eus/cs/Satellite?c=Page&cid=1279190747587&language=es&pageid=1279190747587&pagename=Bilbaonet%2FPage%2FBIO_ListadoCategorizado,1638,E00000000000000,A000000000000000000000000000000000000000000,C00000000000010000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,,CLI_020400,,GOB_010100,Criterio para aplicación de la normativa de accesibilidad en cambios de uso parcial en los edificios
"Criterios para la aplicación del anejo V del Decreto 68/2000, de 11 de abril, por el que se aprueban las normas técnicas sobre condiciones de accesibilidad en las obras de reforma, ampliación o modificación",PLAN_URB,MUN,País Vasco,Bizkaia,Bilbao,https://www.bilbao.eus/cs/Satellite?c=Page&cid=1279190747587&language=es&pageid=1279190747587&pagename=Bilbaonet%2FPage%2FBIO_ListadoCategorizado,1639,E00000000000000,A000000000000000000000000000000000000000000,C00000000000010000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,,CLI_020400,,GOB_010100,"Criterios para la aplicación del anejo V del Decreto 68/2000, de 11 de abril, por el que se aprueban las normas técnicas sobre condiciones de accesibilidad en las obras de reforma, ampliación o modificación"
Criterios de valoración de aprovechamientos urbanísticos,PLAN_URB,MUN,País Vasco,Bizkaia,Bilbao,https://www.bilbao.eus/cs/Satellite?c=Page&cid=1279190747587&language=es&pageid=1279190747587&pagename=Bilbaonet%2FPage%2FBIO_ListadoCategorizado,1640,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000001000,En español,,,,,,,,,GOB_010100; GOB_040000,Criterios de valoración de aprovechamientos urbanísticos
Criterios sobre número de aseos y accesibilidad en locales de hostelería,PLAN_URB,MUN,País Vasco,Bizkaia,Bilbao,https://www.bilbao.eus/cs/Satellite?c=Page&cid=1279190747587&language=es&pageid=1279190747587&pagename=Bilbaonet%2FPage%2FBIO_ListadoCategorizado,1641,E00000000000000,A000000000000000000000000000000000000000000,C00000000000010000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,,CLI_020400,,GOB_010100,Criterios sobre número de aseos y accesibilidad en locales de hostelería
Ordenanza de Protección del Medio Ambiente,OTROS,MUN,País Vasco,Bizkaia,Bilbao,https://www.bilbao.eus/cs/Satellite?c=Page&cid=3004429581&language=es&pageid=3004429581&pagename=Bilbaonet%2FPage%2FBIO_ListadoCategorizado,1642,E00000000000000,A100000000000000000000000000000000000000000,C00001000000001100000000000000010000000001000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,AMB_010000,CLI_010400; CLI_030000; CLI_040000; CLI_050000; CLI_060000,,GOB_010100,Ordenanza de Protección del Medio Ambiente
Ordenanza del Ayuntamiento de Bilbao para la igualdad de mujeres y hombres,OTROS,MUN,País Vasco,Bizkaia,Bilbao,https://www.bilbao.eus/cs/Satellite?c=Page&cid=1279190679231&language=es&pageid=1279190679231&pagename=Bilbaonet%2FPage%2FBIO_ListadoCategorizado,1643,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000010000000000000000000000000000000,G010000000000000000000,En español,,,,,,,,SOC_040000,GOB_010100,Ordenanza del Ayuntamiento de Bilbao para la igualdad de mujeres y hombres
Reglamento de Organización de los Distritos y de la Participación Ciudadana,OTROS,MUN,País Vasco,Bizkaia,Bilbao,https://www.bilbao.eus/cs/Satellite?c=Page&cid=3004447088&language=es&pageid=3004447088&pagename=Bilbaonet%2FPage%2FBIO_ListadoCategorizado,1644,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000001000,En español,,,,,,,,,GOB_010100; GOB_040000,Reglamento de Organización de los Distritos y de la Participación Ciudadana
Reglamento de Servicio de Aguas de Bilbao,OTROS,MUN,País Vasco,Bizkaia,Bilbao,https://www.bilbao.eus/cs/Satellite?c=Page&cid=1279190904452&language=es&pageid=1279190904452&pagename=Bilbaonet%2FPage%2FBIO_ListadoCategorizado,1645,E00000000000000,A000000000000000000000000000000000001000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,AMB_021203,,,GOB_010100,Reglamento de Servicio de Aguas de Bilbao
Normativa urbanística,PLAN_URB,MUN,Castilla y León,Burgos,Burgos,http://www.aytoburgos.es/urbanismo-e-infraestructuras/nuevo-plan-general-2014/ciudad-propuesta/normativa-urbanistica,1646,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000001000,En español,,,,,,,,,GOB_010100; GOB_040000,Normativa urbanística
Ordenanza de movilidad sostenible del Municipio de Burgos,OTROS,MUN,Castilla y León,Burgos,Burgos,http://www.aytoburgos.es/normativa/ordenanza-de-movilidad-sostenible-del-municipio-de-burgos,1647,E00000000000000,A000000000000000000000000000000000000000000,C00000000100000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,,CLI_020000,,GOB_010100,Ordenanza de movilidad sostenible del Municipio de Burgos
Ordenanza de Vertidos,OTROS,MUN,Castilla y León,Burgos,Burgos,http://www.aytoburgos.es/normativa/ordenanza-de-vertidos-anterior,1648,E00000000000000,A000000000000000000000000000000000010000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,AMB_021202,,,GOB_010100,Ordenanza de Vertidos
Ordenanza Municipal de Prevención de la Mendicidad y Medidas para su Erradicación,OTROS,MUN,Castilla y León,Burgos,Burgos,http://www.aytoburgos.es/normativa/ordenanza-municipal-de-prevencion-de-la-mendicidad-y-medidas-para-su-erradicacion,1649,E00000000000000,A000000000000000000000000000000000000000000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000010,G010000000000000000000,En español,,,,,,,,SOC_070400,GOB_010100,Ordenanza Municipal de Prevención de la Mendicidad y Medidas para su Erradicación
Ordenanza Municipal de Residuos,OTROS,MUN,Castilla y León,Burgos,Burgos,http://www.aytoburgos.es/normativa/ordenanza-municipal-de-residuos,1650,E00000000000000,A000000000000000000000000000000000000100000,C00000000000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,AMB_021204,,,GOB_010100,Ordenanza Municipal de Residuos
Ordenanza Municipal del Ruido,OTROS,MUN,Castilla y León,Burgos,Burgos,http://www.aytoburgos.es/normativa/ordenanza-municipal-del-ruido,1651,E00000000000000,A000000000000000000000000000000000000000000,C00000100000000000000000000000000000000000000000,S00000000000000000000000000000000000000,G010000000000000000000,En español,,,,,,,CLI_010401,,GOB_010100,Ordenanza Municipal del Ruido
